@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@inputs 0.0200, 0.0371, 0.0428, 0.0207, 0.0954, 0.0986, 0.1539, 0.1601, 0.3109, 0.2111, 0.1609, 0.1582, 0.2238, 0.0645, 0.0660, 0.2273, 0.3100, 0.2999, 0.5078, 0.4797, 0.5783, 0.5071, 0.4328, 0.5550, 0.6711, 0.6415, 0.7104, 0.8080, 0.6791, 0.3857, 0.1307, 0.2604, 0.5121, 0.7547, 0.8537, 0.8507, 0.6692, 0.6097, 0.4943, 0.2744, 0.0510, 0.2834, 0.2825, 0.4256, 0.2641, 0.1386, 0.1051, 0.1343, 0.0383, 0.0324, 0.0232, 0.0027, 0.0065, 0.0159, 0.0072, 0.0167, 0.0180, 0.0084, 0.0090, 0.0032
@outputs R
@data
0.0335, 0.0134, 0.0696, 0.118, 0.0348, 0.118, 0.1948, 0.1607, 0.3036, 0.4372, 0.5533, 0.5771, 0.7022, 0.7067, 0.7367, 0.7391, 0.8622, 0.9458, 0.8782, 0.7913, 0.576, 0.3061, 0.0563, 0.0239, 0.2554, 0.4862, 0.5027, 0.4402, 0.2847, 0.1797, 0.356, 0.3522, 0.3321, 0.3112, 0.3638, 0.0754, 0.1834, 0.182, 0.1815, 0.1593, 0.0576, 0.0954, 0.1086, 0.0812, 0.0784, 0.0487, 0.0439, 0.0586, 0.037, 0.0185, 0.0302, 0.0244, 0.0232, 0.0093, 0.0159, 0.0193, 0.0032, 0.0377, 0.0126, 0.0156, M
0.0599, 0.0474, 0.0498, 0.0387, 0.1026, 0.0773, 0.0853, 0.0447, 0.1094, 0.0351, 0.1582, 0.2023, 0.2268, 0.2829, 0.3819, 0.4665, 0.6687, 0.8647, 0.9361, 0.9367, 0.9144, 0.9162, 0.9311, 0.8604, 0.7327, 0.5763, 0.4162, 0.4113, 0.4146, 0.3149, 0.2936, 0.3169, 0.3149, 0.4132, 0.3994, 0.4195, 0.4532, 0.4419, 0.4737, 0.3431, 0.3194, 0.337, 0.2493, 0.265, 0.1748, 0.0932, 0.053, 0.0081, 0.0342, 0.0137, 0.0028, 0.0013, 5.0E-4, 0.0227, 0.0209, 0.0081, 0.0117, 0.0114, 0.0112, 0.01, M
0.0094, 0.0333, 0.0306, 0.0376, 0.1296, 0.1795, 0.1909, 0.1692, 0.187, 0.1725, 0.2228, 0.3106, 0.4144, 0.5157, 0.5369, 0.5107, 0.6441, 0.7326, 0.8164, 0.8856, 0.9891, 1.0, 0.875, 0.8631, 0.9074, 0.8674, 0.775, 0.66, 0.5615, 0.4016, 0.2331, 0.1164, 0.1095, 0.0431, 0.0619, 0.1956, 0.212, 0.3242, 0.4102, 0.2939, 0.1911, 0.1702, 0.101, 0.1512, 0.1427, 0.1097, 0.1173, 0.0972, 0.0703, 0.0281, 0.0216, 0.0153, 0.0112, 0.0241, 0.0164, 0.0055, 0.0078, 0.0055, 0.0091, 0.0067, M
0.0388, 0.0324, 0.0688, 0.0898, 0.1267, 0.1515, 0.2134, 0.2613, 0.2832, 0.2718, 0.3645, 0.3934, 0.3843, 0.4677, 0.5364, 0.4823, 0.4835, 0.5862, 0.7579, 0.6997, 0.6918, 0.8633, 0.9107, 0.9346, 0.7884, 0.8585, 0.9261, 0.708, 0.5779, 0.5215, 0.4505, 0.3129, 0.1448, 0.1046, 0.182, 0.1519, 0.1017, 0.1438, 0.1986, 0.2039, 0.2778, 0.2879, 0.1331, 0.114, 0.131, 0.1433, 0.0624, 0.01, 0.0098, 0.0131, 0.0152, 0.0255, 0.0071, 0.0263, 0.0079, 0.0111, 0.0107, 0.0068, 0.0097, 0.0067, M
0.0209, 0.0261, 0.012, 0.0768, 0.1064, 0.168, 0.3016, 0.346, 0.3314, 0.4125, 0.3943, 0.1334, 0.4622, 0.997, 0.9137, 0.8292, 0.6994, 0.7825, 0.8789, 0.8501, 0.892, 0.9473, 1.0, 0.8975, 0.7806, 0.8321, 0.6502, 0.4548, 0.4732, 0.3391, 0.2747, 0.0978, 0.0477, 0.1403, 0.1834, 0.2148, 0.1271, 0.1912, 0.3391, 0.3444, 0.2369, 0.1195, 0.2665, 0.2587, 0.1393, 0.1083, 0.1383, 0.1321, 0.1069, 0.0325, 0.0316, 0.0057, 0.0159, 0.0085, 0.0372, 0.0101, 0.0127, 0.0288, 0.0129, 0.0023, M
0.1083, 0.107, 0.0257, 0.0837, 0.0748, 0.1125, 0.3322, 0.459, 0.5526, 0.5966, 0.5304, 0.2251, 0.2402, 0.2689, 0.6646, 0.6632, 0.1674, 0.0837, 0.4331, 0.8718, 0.7992, 0.3712, 0.1703, 0.1611, 0.2086, 0.2847, 0.2211, 0.6134, 0.5807, 0.6925, 0.3825, 0.4303, 0.7791, 0.8703, 1.0, 0.9212, 0.9386, 0.9303, 0.7314, 0.4791, 0.2087, 0.2016, 0.1669, 0.2872, 0.4374, 0.3097, 0.1578, 0.0553, 0.0334, 0.0209, 0.0172, 0.018, 0.011, 0.0234, 0.0276, 0.0032, 0.0084, 0.0122, 0.0082, 0.0143, M
0.0707, 0.1252, 0.1447, 0.1644, 0.1693, 0.0844, 0.0715, 0.0947, 0.1583, 0.1247, 0.234, 0.1764, 0.2284, 0.3115, 0.4725, 0.5543, 0.5386, 0.3746, 0.4583, 0.5961, 0.7464, 0.7644, 0.5711, 0.6257, 0.6695, 0.7131, 0.7567, 0.8077, 0.8477, 0.9289, 0.9513, 0.7995, 0.4362, 0.4048, 0.4952, 0.1712, 0.3652, 0.3763, 0.2841, 0.0427, 0.5331, 0.6952, 0.4288, 0.3063, 0.5835, 0.5692, 0.263, 0.1196, 0.0983, 0.0374, 0.0291, 0.0156, 0.0197, 0.0135, 0.0127, 0.0138, 0.0133, 0.0131, 0.0154, 0.0218, M
0.0107, 0.0453, 0.0289, 0.0713, 0.1075, 0.1019, 0.1606, 0.2119, 0.3061, 0.2936, 0.3104, 0.3431, 0.2456, 0.1887, 0.1184, 0.208, 0.2736, 0.3274, 0.2344, 0.126, 0.0576, 0.1241, 0.3239, 0.4357, 0.5734, 0.7825, 0.9252, 0.9349, 0.9348, 1.0, 0.9308, 0.8478, 0.7605, 0.704, 0.7539, 0.799, 0.7673, 0.5955, 0.4731, 0.484, 0.434, 0.3954, 0.4837, 0.5379, 0.4485, 0.2674, 0.1541, 0.1359, 0.0941, 0.0261, 0.0079, 0.0164, 0.012, 0.0113, 0.0021, 0.0097, 0.0072, 0.006, 0.0017, 0.0036, M
0.0305, 0.0363, 0.0214, 0.0227, 0.0456, 0.0665, 0.0939, 0.0972, 0.2535, 0.3127, 0.2192, 0.2621, 0.2419, 0.2179, 0.1159, 0.1237, 0.0886, 0.1755, 0.1758, 0.154, 0.0512, 0.1805, 0.4039, 0.5697, 0.6577, 0.7474, 0.8543, 0.9085, 0.8668, 0.8892, 0.9065, 0.8522, 0.7204, 0.62, 0.6253, 0.6848, 0.7337, 0.6281, 0.5725, 0.6119, 0.5597, 0.4965, 0.5027, 0.5772, 0.5907, 0.4803, 0.3877, 0.2779, 0.1427, 0.0424, 0.0271, 0.02, 0.007, 0.007, 0.0086, 0.0089, 0.0074, 0.0042, 0.0055, 0.0021, M
0.0129, 0.0141, 0.0309, 0.0375, 0.0767, 0.0787, 0.0662, 0.1108, 0.1777, 0.2245, 0.2431, 0.3134, 0.3206, 0.2917, 0.2249, 0.2347, 0.2143, 0.2939, 0.4898, 0.6127, 0.7531, 0.7718, 0.7432, 0.8673, 0.9308, 0.9836, 1.0, 0.9595, 0.8722, 0.6862, 0.4901, 0.328, 0.3115, 0.1969, 0.1019, 0.0317, 0.0756, 0.0907, 0.1066, 0.138, 0.0665, 0.1475, 0.247, 0.2788, 0.2709, 0.2283, 0.1818, 0.1185, 0.0546, 0.0219, 0.0204, 0.0124, 0.0093, 0.0072, 0.0019, 0.0027, 0.0054, 0.0017, 0.0024, 0.0029, M
0.0366, 0.0421, 0.0504, 0.025, 0.0596, 0.0252, 0.0958, 0.0991, 0.1419, 0.1847, 0.2222, 0.2648, 0.2508, 0.2291, 0.1555, 0.1863, 0.2387, 0.3345, 0.5233, 0.6684, 0.7766, 0.7928, 0.794, 0.9129, 0.9498, 0.9835, 1.0, 0.9471, 0.8237, 0.6252, 0.4181, 0.3209, 0.2658, 0.2196, 0.1588, 0.0561, 0.0948, 0.17, 0.1215, 0.1282, 0.0386, 0.1329, 0.2331, 0.2468, 0.196, 0.1985, 0.157, 0.0921, 0.0549, 0.0194, 0.0166, 0.0132, 0.0027, 0.0022, 0.0059, 0.0016, 0.0025, 0.0017, 0.0027, 0.0027, M
